"Company","booking_date","amount","balance","tags"
"1","20/11/2019 00:00:00+00","100","1096173.8","[revenue]"
"1","20/11/2019 00:00:00+00","2741.99","1098915.79","[revenue, sales]"
"1","20/11/2019 00:00:00+00","-34.99","1098880.8","[expenditure, material-supply]"
"1","20/11/2019 00:00:00+00","113","1098993.8","[revenue]"
"1","21/11/2019 00:00:00+00","-30","1098963.8","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1497.5","1097466.3","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-7326.76","1090139.54","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-735.5","1089404.04","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1381.5","1088022.54","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-643.9","1087378.64","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1351.81","1086026.83","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-583","1085443.83","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-3043.68","1082400.15","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-9555.8","1072844.35","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-707.68","1072136.67","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-3351.66","1068785.01","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-707.5","1068077.51","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1090","1066987.51","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-868.51","1066119","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1790.01","1064328.99","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-714","1063614.99","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-385.97","1063229.02","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-1134.97","1062094.05","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-5950","1056144.05","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-131.85","1733578.65","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-3648.16","1729930.49","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-6069","1723861.49","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-128.77","1056015.28","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-218.53","1055796.75","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-105.91","1055690.84","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-28.39","1055662.45","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-97.1","1055565.35","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-6069","1049496.35","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-2748.9","1046747.45","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-56.47","1046690.98","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-75.1","1046615.88","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","-0.26","1046615.62","[expenditure, material-supply]"
"1","21/11/2019 00:00:00+00","294","1046909.62","[revenue, sales]"
"1","21/11/2019 00:00:00+00","1920","1048829.62","[revenue, sales]"
"1","21/11/2019 00:00:00+00","9410","1058239.62","[revenue]"
"1","21/11/2019 00:00:00+00","3047.68","1061287.3","[revenue, sales]"
"1","21/11/2019 00:00:00+00","1428.6","1062715.9","[revenue, sales]"
"1","21/11/2019 00:00:00+00","4524.51","1067240.41","[revenue, sales]"
"1","21/11/2019 00:00:00+00","5621.71","1072862.12","[revenue, sales]"
"1","21/11/2019 00:00:00+00","7310","1080172.12","[revenue, sales]"
"1","21/11/2019 00:00:00+00","3690","1083862.12","[revenue, sales]"
"1","21/11/2019 00:00:00+00","100","1083962.12","[revenue, sales]"
"1","21/11/2019 00:00:00+00","30","1083992.12","[revenue]"
"1","21/11/2019 00:00:00+00","3190","1087182.12","[revenue, sales]"
"1","21/11/2019 00:00:00+00","13864.05","1101046.17","[revenue, sales]"
"1","21/11/2019 00:00:00+00","9810","1733671.49","[revenue]"
"1","21/11/2019 00:00:00+00","-4","1733667.49","[expenditure, credit-card]"
"1","21/11/2019 00:00:00+00","-47.6","1733619.89","[expenditure, material-supply, cash]"
"1","21/11/2019 00:00:00+00","-120","1733499.89","[expenditure, credit, material-supply]"
"1","21/11/2019 00:00:00+00","-95.2","1733404.69","[expenditure, credit, material-supply]"
"1","22/11/2019 00:00:00+00","-22397.05","1711007.64","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-901.44","1710106.2","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-5679.72","1704426.48","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-2526","1098520.17","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-3663.22","1094856.95","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-1567.71","1093289.24","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-6008","1087281.24","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-1130.89","1086150.35","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-1319.46","1084830.89","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-2856.67","1081974.22","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-633.46","1081340.76","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-4631.3","1076709.46","[expenditure, material-supply]"
"1","22/11/2019 00:00:00+00","-3285.45","1073424.01","[expenditure, rent]"
"1","22/11/2019 00:00:00+00","-473.35","1072950.66","[expenditure]"
"1","22/11/2019 00:00:00+00","100","1073050.66","[revenue]"
"1","22/11/2019 00:00:00+00","1352.41","1074403.07","[revenue, sales]"
"1","22/11/2019 00:00:00+00","3952.46","1078355.53","[revenue, sales]"
"1","22/11/2019 00:00:00+00","5133.44","1083488.97","[revenue, sales]"
"1","22/11/2019 00:00:00+00","9714.48","1093203.45","[revenue, sales]"
"1","22/11/2019 00:00:00+00","2166.71","1095370.16","[revenue, sales]"
"1","22/11/2019 00:00:00+00","4752.48","1100122.64","[revenue, sales]"
"1","22/11/2019 00:00:00+00","100","1100222.64","[revenue]"
"1","22/11/2019 00:00:00+00","14260","1114482.64","[revenue, sales]"
"1","22/11/2019 00:00:00+00","21510","1135992.64","[revenue]"
"1","22/11/2019 00:00:00+00","100","1136092.64","[revenue, sales]"
"1","22/11/2019 00:00:00+00","100","1136192.64","[revenue]"
"1","22/11/2019 00:00:00+00","2253.87","1138446.51","[revenue, sales]"
"1","22/11/2019 00:00:00+00","3540","1141986.51","[revenue]"
"1","22/11/2019 00:00:00+00","4740","1146726.51","[revenue, sales]"
"1","22/11/2019 00:00:00+00","17249.13","1163975.64","[revenue, sales]"
"1","22/11/2019 00:00:00+00","113.5","1164089.14","[revenue, sales]"
"1","22/11/2019 00:00:00+00","-27.86","1164061.28","[expenditure]"
"1","22/11/2019 00:00:00+00","-4","1164057.28","[expenditure, credit-card]"
"1","22/11/2019 00:00:00+00","-4","1164053.28","[expenditure]"
"1","22/11/2019 00:00:00+00","-505.98","1163547.3","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-6358","1157189.3","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-24500.46","1132688.84","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-8359.03","1124329.81","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-11181","1113148.81","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-6500","1106648.81","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-1594.5","1105054.31","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-1216.99","1103837.32","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-689.2","1103148.12","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-1589.7","1101558.42","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-682.5","1100875.92","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-1320","1099555.92","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-610.73","1098945.19","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-2620.5","1096324.69","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-427","1095897.69","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-268.3","1095629.39","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-5138","1090491.39","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-1357.51","1089133.88","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-100","1089033.88","[expenditure, credit, material-supply]"
"1","25/11/2019 00:00:00+00","-803.69","1088230.19","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-854.97","1087375.22","[expenditure]"
"1","25/11/2019 00:00:00+00","-0.14","1087375.08","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-176581.93","910793.15","[expenditure]"
"1","25/11/2019 00:00:00+00","-93621.46","817171.69","[expenditure]"
"1","25/11/2019 00:00:00+00","-49404.14","767767.55","[expenditure, tax, salary-extra-costs, salary, material-supply]"
"1","25/11/2019 00:00:00+00","7160","774927.55","[revenue, sales]"
"1","25/11/2019 00:00:00+00","11930","786857.55","[revenue]"
"1","25/11/2019 00:00:00+00","5380","792237.55","[revenue]"
"1","25/11/2019 00:00:00+00","180","792417.55","[revenue, sales]"
"1","25/11/2019 00:00:00+00","100","792517.55","[revenue, sales]"
"1","25/11/2019 00:00:00+00","3980","796497.55","[revenue]"
"1","25/11/2019 00:00:00+00","10730","807227.55","[revenue, sales]"
"1","25/11/2019 00:00:00+00","4642.76","811870.31","[revenue, sales]"
"1","25/11/2019 00:00:00+00","4930","816800.31","[revenue, sales]"
"1","25/11/2019 00:00:00+00","3350","820150.31","[revenue]"
"1","25/11/2019 00:00:00+00","9934.89","830085.2","[revenue, sales]"
"1","25/11/2019 00:00:00+00","-16.55","830068.65","[expenditure, credit-card]"
"1","25/11/2019 00:00:00+00","-4","830064.65","[expenditure]"
"1","25/11/2019 00:00:00+00","-52.6","830012.05","[expenditure, material-supply]"
"1","25/11/2019 00:00:00+00","-333.02","829679.03","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","-1027.5","1703398.98","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","-300","829379.03","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","-10256.96","819122.07","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","-9714.48","809407.59","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","-142","809265.59","[expenditure, material-supply]"
"1","26/11/2019 00:00:00+00","7930","817195.59","[revenue]"
"1","26/11/2019 00:00:00+00","9143.04","826338.63","[revenue, sales]"
"1","26/11/2019 00:00:00+00","1857.18","828195.81","[revenue, sales]"
"1","26/11/2019 00:00:00+00","6133.46","834329.27","[revenue, sales]"
"1","26/11/2019 00:00:00+00","3142.92","837472.19","[revenue, sales]"
"1","26/11/2019 00:00:00+00","1170","838642.19","[revenue]"
"1","26/11/2019 00:00:00+00","11570","850212.19","[revenue, sales]"
"1","26/11/2019 00:00:00+00","3855.22","854067.41","[revenue, sales]"
"1","26/11/2019 00:00:00+00","2664.5","856731.91","[revenue, sales]"
"1","26/11/2019 00:00:00+00","870","857601.91","[revenue]"
"1","26/11/2019 00:00:00+00","11000","868601.91","[revenue, sales]"
"1","26/11/2019 00:00:00+00","26111.51","894713.42","[revenue, sales]"
"1","26/11/2019 00:00:00+00","113.83","894827.25","[revenue, sales]"
"1","26/11/2019 00:00:00+00","3285.45","898112.7","[revenue, chargeback, rent]"
"1","26/11/2019 00:00:00+00","-25.22","898087.48","[expenditure]"
"1","26/11/2019 00:00:00+00","-4","898083.48","[expenditure, credit-card]"
"1","26/11/2019 00:00:00+00","-320","897763.48","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-10","897753.48","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-10","897743.48","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-10","897733.48","[expenditure, administration, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-10","897723.48","[expenditure, administration, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-75","897648.48","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-87.5","897560.98","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","-40","897520.98","[expenditure, credit, material-supply]"
"1","26/11/2019 00:00:00+00","49110","946630.98","[revenue, deposit]"
"1","27/11/2019 00:00:00+00","-604.6","946026.38","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-3178","942848.38","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-412.79","942435.59","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-2873.5","939562.09","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-929.95","938632.14","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1250","937382.14","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-811.6","936570.54","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1180","935390.54","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-21510","913880.54","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1362.9","912517.64","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-421.9","912095.74","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-2024.4","910071.34","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-3615","906456.34","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-947.5","905508.84","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-2238","903270.84","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1128.5","902142.34","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1335","1702063.98","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-3125","1698938.98","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-3285.45","1695653.53","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-0.48","1695653.05","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-0.06","1695652.99","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-128260.23","1567392.76","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1173.06","1566219.7","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-44129.82","1522089.88","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-33184.84","1488905.04","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-9190.01","1479715.03","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-2.42","902139.92","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-792.24","901347.68","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-14263.36","887084.32","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-23953.12","863131.2","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-43.91","863087.29","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-122.4","862964.89","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-319.99","1479395.04","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-56.93","862907.96","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-84.42","862823.54","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-2320","860503.54","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-651.57","859851.97","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-11465.94","848386.03","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-5320.44","843065.59","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-611.07","842454.52","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-74977.2","767477.32","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-998.13","766479.19","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-164.55","766314.64","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1291.15","765023.49","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","-1288.18","763735.31","[expenditure, material-supply]"
"1","27/11/2019 00:00:00+00","5282.7","769018.01","[revenue]"
"1","27/11/2019 00:00:00+00","9700","778718.01","[revenue]"
"1","27/11/2019 00:00:00+00","100","778818.01","[revenue]"
"1","27/11/2019 00:00:00+00","8250","787068.01","[revenue, sales]"
"1","27/11/2019 00:00:00+00","2295.28","789363.29","[revenue, sales]"
"1","27/11/2019 00:00:00+00","100","789463.29","[revenue]"
"1","27/11/2019 00:00:00+00","3290","792753.29","[revenue]"
"1","27/11/2019 00:00:00+00","2428.74","795182.03","[revenue, sales]"
"1","27/11/2019 00:00:00+00","10018.53","805200.56","[revenue, sales]"
"1","27/11/2019 00:00:00+00","5180","810380.56","[revenue, sales]"
"1","27/11/2019 00:00:00+00","3245.84","813626.4","[revenue, sales]"
"1","27/11/2019 00:00:00+00","100","813726.4","[revenue]"
"1","27/11/2019 00:00:00+00","-4","813722.4","[expenditure, credit-card]"
"1","28/11/2019 00:00:00+00","-1935.5","811786.9","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-1187.8","810599.1","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-0.11","810598.99","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-0.3","810598.69","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-16156","794442.69","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-1541.2","792901.49","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-1613.7","791287.79","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-3995","787292.79","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-0.43","787292.36","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-7416.9","779875.46","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-27706","752169.46","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","2630","754799.46","[revenue, sales]"
"1","28/11/2019 00:00:00+00","4742.95","759542.41","[revenue, sales]"
"1","28/11/2019 00:00:00+00","4714.38","764256.79","[revenue, sales]"
"1","28/11/2019 00:00:00+00","4609.62","768866.41","[revenue, sales]"
"1","28/11/2019 00:00:00+00","4476.28","773342.69","[revenue, sales]"
"1","28/11/2019 00:00:00+00","3220","776562.69","[revenue]"
"1","28/11/2019 00:00:00+00","8588.02","785150.71","[revenue, sales]"
"1","28/11/2019 00:00:00+00","23810","808960.71","[revenue, sales]"
"1","28/11/2019 00:00:00+00","9207.98","818168.69","[revenue, sales]"
"1","28/11/2019 00:00:00+00","100","818268.69","[revenue]"
"1","28/11/2019 00:00:00+00","112.7","818381.39","[revenue, sales]"
"1","28/11/2019 00:00:00+00","-488","1478907.04","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-4","1478903.04","[expenditure, credit-card]"
"1","28/11/2019 00:00:00+00","-1.5","1478901.54","[expenditure, material-supply]"
"1","28/11/2019 00:00:00+00","-4","1478897.54","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-2801.02","1476096.52","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-1964.99","1474131.53","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-2630.2","1471501.33","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-2161.34","1469339.99","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-2360.5","1466979.49","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-1206.49","1465773","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-500.7","817880.69","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-557.5","1465215.5","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-1541","816339.69","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-304.14","816035.55","[expenditure]"
"1","29/11/2019 00:00:00+00","-0.2","816035.35","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-0.45","816034.9","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-0.49","1465215.01","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-300","1464915.01","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-150","1464765.01","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","1650","817684.9","[revenue, sales]"
"1","29/11/2019 00:00:00+00","7143","824827.9","[revenue, sales]"
"1","29/11/2019 00:00:00+00","1419.08","826246.98","[revenue, sales]"
"1","29/11/2019 00:00:00+00","18571.8","844818.78","[revenue, sales]"
"1","29/11/2019 00:00:00+00","100","844918.78","[revenue]"
"1","29/11/2019 00:00:00+00","4260","849178.78","[revenue]"
"1","29/11/2019 00:00:00+00","2399.59","851578.37","[revenue, sales]"
"1","29/11/2019 00:00:00+00","1851.29","853429.66","[revenue, sales]"
"1","29/11/2019 00:00:00+00","23320.41","876750.07","[revenue, sales]"
"1","29/11/2019 00:00:00+00","10342.01","887092.08","[revenue, sales]"
"1","29/11/2019 00:00:00+00","3759.37","890851.45","[revenue, sales]"
"1","29/11/2019 00:00:00+00","3052.87","893904.32","[revenue, sales]"
"1","29/11/2019 00:00:00+00","5760","1470525.01","[revenue]"
"1","29/11/2019 00:00:00+00","5840","1476365.01","[revenue]"
"1","29/11/2019 00:00:00+00","2420","1478785.01","[revenue]"
"1","29/11/2019 00:00:00+00","41444.76","1520229.77","[revenue, sales]"
"1","29/11/2019 00:00:00+00","83697.42","977601.74","[revenue, sales]"
"1","29/11/2019 00:00:00+00","114.23","977715.97","[revenue, sales]"
"1","29/11/2019 00:00:00+00","-57.91","977658.06","[expenditure]"
"1","29/11/2019 00:00:00+00","-19","977639.06","[expenditure]"
"1","29/11/2019 00:00:00+00","-442.01","977197.05","[expenditure, material-supply]"
"1","29/11/2019 00:00:00+00","-125.9","977071.15","[expenditure]"
"1","29/11/2019 00:00:00+00","-821.75","976249.4","[expenditure]"
"1","2/12/2019 00:00:00+00","-7552","968697.4","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1348.07","967349.33","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1492.5","965856.83","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-728.69","965128.14","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-9990","955138.14","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-13894.33","941243.81","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1913","939330.81","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-990","938340.81","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-544.01","937796.8","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-3752.6","934044.2","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-737.5","933306.7","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-3075.96","930230.74","[expenditure, salary, material-supply]"
"1","2/12/2019 00:00:00+00","-1833.22","928397.52","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-468.5","1519761.27","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1608.69","1518152.58","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1516","1516636.58","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-0.07","1516636.51","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-0.12","1516636.39","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-0.23","1516636.16","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-0.19","1516635.97","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-154","1516481.97","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-11502.82","1504979.15","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-499.28","1504479.87","[expenditure]"
"1","2/12/2019 00:00:00+00","-141.61","1504338.26","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-889.53","1503448.73","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","1930","930327.52","[revenue]"
"1","2/12/2019 00:00:00+00","50","930377.52","[revenue]"
"1","2/12/2019 00:00:00+00","14.66","930392.18","[revenue]"
"1","2/12/2019 00:00:00+00","18.68","930410.86","[revenue]"
"1","2/12/2019 00:00:00+00","28.56","930439.42","[revenue]"
"1","2/12/2019 00:00:00+00","7.61","930447.03","[revenue]"
"1","2/12/2019 00:00:00+00","25.09","930472.12","[revenue]"
"1","2/12/2019 00:00:00+00","5500","935972.12","[revenue]"
"1","2/12/2019 00:00:00+00","7390","943362.12","[revenue]"
"1","2/12/2019 00:00:00+00","10490","953852.12","[revenue]"
"1","2/12/2019 00:00:00+00","2700","956552.12","[revenue]"
"1","2/12/2019 00:00:00+00","9350","965902.12","[revenue]"
"1","2/12/2019 00:00:00+00","13619.32","979521.44","[revenue, sales]"
"1","2/12/2019 00:00:00+00","2640","982161.44","[revenue]"
"1","2/12/2019 00:00:00+00","16430","998591.44","[revenue, sales]"
"1","2/12/2019 00:00:00+00","5329","1003920.44","[revenue, sales]"
"1","2/12/2019 00:00:00+00","3290","1007210.44","[revenue, sales]"
"1","2/12/2019 00:00:00+00","6460","1013670.44","[revenue]"
"1","2/12/2019 00:00:00+00","2802.33","1016472.77","[revenue, sales]"
"1","2/12/2019 00:00:00+00","-4","1016468.77","[expenditure]"
"1","2/12/2019 00:00:00+00","-53.55","1016415.22","[expenditure, material-supply]"
"1","2/12/2019 00:00:00+00","-1","1016414.22","[expenditure]"
"1","2/12/2019 00:00:00+00","-1.3","1016412.92","[expenditure]"
"1","2/12/2019 00:00:00+00","-6.55","1503442.18","[expenditure]"
"1","2/12/2019 00:00:00+00","-104.65","1016308.27","[expenditure]"
"1","3/12/2019 00:00:00+00","-29.9","1016278.37","[expenditure]"
"1","3/12/2019 00:00:00+00","-0.1","1016278.27","[expenditure, material-supply]"
"1","3/12/2019 00:00:00+00","-0.24","1016278.03","[expenditure, material-supply]"
"1","3/12/2019 00:00:00+00","-0.16","1016277.87","[expenditure, material-supply]"
"1","3/12/2019 00:00:00+00","-75964.28","940313.59","[expenditure, material-supply]"
"1","3/12/2019 00:00:00+00","4820","945133.59","[revenue]"
"1","3/12/2019 00:00:00+00","100","945233.59","[revenue]"
"1","3/12/2019 00:00:00+00","9047.8","954281.39","[revenue, sales]"
"1","3/12/2019 00:00:00+00","2095.28","956376.67","[revenue, sales]"
"1","3/12/2019 00:00:00+00","7730","964106.67","[revenue]"
"1","3/12/2019 00:00:00+00","50","964156.67","[revenue]"
"1","3/12/2019 00:00:00+00","2300","966456.67","[revenue]"
"1","3/12/2019 00:00:00+00","50","966506.67","[revenue, sales]"
"1","3/12/2019 00:00:00+00","6373.01","972879.68","[revenue, sales]"
"1","3/12/2019 00:00:00+00","4210","977089.68","[revenue]"
"1","3/12/2019 00:00:00+00","12930","990019.68","[revenue]"
"1","3/12/2019 00:00:00+00","3750","993769.68","[revenue]"
"1","3/12/2019 00:00:00+00","14958.11","1008727.79","[revenue, sales]"
"1","3/12/2019 00:00:00+00","-19.56","1008708.23","[expenditure]"
"1","3/12/2019 00:00:00+00","-3","1008705.23","[expenditure]"
"1","3/12/2019 00:00:00+00","-19","1008686.23","[expenditure]"
"1","3/12/2019 00:00:00+00","-19","1008667.23","[expenditure]"
"1","3/12/2019 00:00:00+00","-6316.63","1002350.6","[expenditure]"
"1","4/12/2019 00:00:00+00","-2920","999430.6","[expenditure]"
"1","4/12/2019 00:00:00+00","-0.03","999430.57","[expenditure, material-supply]"
